;id_sn;id;name;reposts;location;created;followers;is_user_verified;mesg;name_related;location_related;Zona
402;TWITER;1,32048E+18;Arayadenis;0;;25-10-2020 21:28:11;607;FALSO;?? en En Iquique, Chile https://t.co/e3TRP6ipfY;;;altohospicio,1
403;TWITER;1,32047E+18;SeremiSalud_I;6;Iquique, Chile;25-10-2020 21:11:9;9346;FALSO;??Revisamos las medidas sanitarias implementadas en el Liceo Bicentenario Juan Pablo II de #AltoHospicio para llevar a cabo un #Plebiscito2020 seguro y previniendo contagios de #COVID19. #Iquique https://t.co/CCZnhbkNWs;;;altohospicio,1
404;TWITER;1,32007E+18;Yanettdelasme;0;Alto Hospicio, Chile;24-10-2020 18:20:40;35;FALSO;@FOSIS_Chile Si aún no hemos terminado el proyecto podemos postular para ser parte del Cyber Fosis  Navideño;FOSIS_Chile;Santiago, Chile;altohospicio,1
405;TWITER;1,32E+18;RCivil_Tarapaca;9;Iquique;24-10-2020 13:53:56;1872;FALSO;Nuestra oficina en #AltoHospicio se ubica en Avda Ramón Pérez Opazo 2948 y hoy sábado atiende hasta las 13 horas. ¡Te esperamos! https://t.co/OjIDD50NQB;;;altohospicio,1
406;TWITER;1,31978E+18;ParapenteIquiq1;0;;23-10-2020 23:3:27;0;FALSO;"https://t.co/Xbq6yq2kSh
"" Una aventura de principio a fin""
Reserva de vuelos 
+56954040012 wtsp
Vuelos de lunes a viernes
Face 2, solo residentes en Region de Tarapaca https://t.co/vPNLP4qg7W";ParapenteIquiq1;;altohospicio,1
407;TWITER;1,31969E+18;RyutaroHideki;0;;23-10-2020 17:6:41;84;FALSO;Aqui, posando junto al angelito mas Preeeeeeziozo de mi vida ????, dandome mas energías ? Mas bello mi #MatiasValentino, te extrañe mucho estos dias ?????? #BebeRex https://t.co/HwvcyTlhNO;;;altohospicio,1
408;TWITER;1,31963E+18;Yanettdelasme;0;Alto Hospicio, Chile;23-10-2020 13:10:21;35;FALSO;ME TRAMITARON Y DESPUES LA PANDEMIA A PASADO EL TIEMPO Y AUN NO E TENIDO ACCESO A QUE ALGUIEN ME EACUCHE O SE TOME UNO MINUTOS  VEAN MI PROBLEMATICA SOY VIUDA DISCAPACITADA 2 HIJO SI FUESE OTRA MI REALIDAD DE VIDA COMO AÑOS ATRAS NO MOLESTARIA ADEMAS ES CASA HECHA XSERVIU 10 AÑO https://t.co/RbPbHHvdI8 https://t.co/sX0v57A65U;;;altohospicio,1
409;TWITER;1,31962E+18;Yanettdelasme;0;Alto Hospicio, Chile;23-10-2020 12:28:40;35;FALSO;Asi quedo mi dormitorio tube que cambiarme al 2poso cosa que con mi discapacidad me acompleja y daña dia a dia https://t.co/RbPbHHvdI8 https://t.co/oprPETktBC;;;altohospicio,1
410;TWITER;1,31955E+18;Yanettdelasme;0;Alto Hospicio, Chile;23-10-2020 7:45:21;35;FALSO;NO ES BROMA NI GANANCIA PARA MI ERAN LAS 4 AM CON 8 MINUTOS CUANDO LO GRAVE NO HAVIAN ESTRELLA EN ESE MOMENTO AHORA ES 4 AM CON 28 MINUTO SECTOR  LA PAMPA GABRIELA M. CON CALLE  BRASIL ALTO HOSPICIO https://t.co/eM608rLN0y;;;altohospicio,1
411;TWITER;1,31942E+18;Yanettdelasme;0;Alto Hospicio, Chile;22-10-2020 23:9:46;35;FALSO;ME TIENEN ESPERANDO 1 AÑO ME AN LLAMADO POR TELEFONO .ENVIADO CORREOS ME pasan nombres correos  envio no dan respuesta e ido 3 veces al municipio de alto hospicio y nada soy discapacitada 78% columna desgeneracion a los huesos hernia lumbar  avansa tendiditis e impertencion ??? https://t.co/sS2ngrVreC;;;altohospicio,1
412;TWITER;1,31891E+18;julio_carrion17;0;chile;21-10-2020 13:23:1;77;FALSO;"Otro día de caminata junto #Marshall &amp; #Groot #terrierchileno #Dachshund en Cerro Dragón (Chile) https://t.co/aYwnRANgTP";;;altohospicio,1
413;TWITER;1,31861E+18;sumaya_1;0;chile ;20-10-2020 17:55:18;221;FALSO;Venía con cartera de regalo ???? #versacedylanblue ?? en iquique,reinamar https://t.co/tQ8cqcCzxk;;;altohospicio,1
414;TWITER;1,31831E+18;chile_ttips;0;Santiago, Metropolitana de San;19-10-2020 21:58:13;1528;FALSO;Acaba de publicar un video en Iquique Primera Region https://t.co/r9NGRQuGsm;;;altohospicio,1
415;TWITER;1,31823E+18;RCivil_Tarapaca;10;Iquique;19-10-2020 16:22:12;1872;FALSO;[??VIDEO] Como parte de la campaña #CuidaTuCédula, el Intendente Regional @MAngelQuezada nos acompañó en las atenciones realizadas en @agrosuriqq #Iquique, donde reconoció a los funcionarios de nuestro servicio por su labor en estos tiempos de pandemia. (Imágenes @Gore_Tarapaca) https://t.co/R22ptFyUAm;;;altohospicio,1
416;TWITER;1,3185E+18;SchoolKronos;0;Alto Hospicio, Chile;20-10-2020 10:17:56;114;FALSO;Acaba de publicar una foto en Kronos School https://t.co/xfMukwgrXA;;;altohospicio,2
417;TWITER;1,32038E+18;cristiancrow;0;Iquique;25-10-2020 14:45:31;281;FALSO;"En #Pica, Escuela San Andrés de Pica, todo fluyendo . @HombredeRadio
, @ServelChile https://t.co/psY2AKr8bq";;;pica
418;TWITER;1,31975E+18;___gabo;0;Iquique, Tarapacá;23-10-2020 21:4:8;767;FALSO;Tienes el poder y lo sabes ?????? ! en Pica, Chile https://t.co/io0adypSGY;;;pica
419;TWITER;1,32001E+18;RCivil_Tarapaca;5;Iquique;24-10-2020 14:42:17;1872;FALSO;No te olvides que hoy sábado oficinas de nuestro servicio en #Tarapacá atienden hasta las 13 horas. En #PozoAlmonte estamos en Pasaje Mapocho 218. https://t.co/8Kn7OcWzkg;;;pozoalmonte
420;TWITER;1,31966E+18;Alejandrokl;0;;23-10-2020 15:10:50;66;FALSO;CrossFit Game 2020 ?????????????????????? en Villa Los Tamarugos, Pozo Almonte https://t.co/tW1SG5TxC4;;;pozoalmonte
421;TWITER;1,31863E+18;Alejandrokl;0;;20-10-2020 19:14:46;66;FALSO;Con espirulina ???? en Pozo Almonte, Chile https://t.co/d7JUHsfUOz;;;pozoalmonte
422;TWITER;1,31863E+18;Alejandrokl;0;;20-10-2020 19:13:40;66;FALSO;Con espirulina ???? en Pozo Almonte, Chile https://t.co/Jlh70OjaT2;;;pozoalmonte
