;id_sn;id;name;reposts;location;created;followers;is_user_verified;name_related;location_related;mesg
24;FB;2853297488236936;goretarapaca;;;2020-10-25 15:00:02;;;;;"#ChileVotaXChile | En este #Plebiscito2020, es importante que tengas en cuenta las medidas de autocuidado para votar seguro. ¿Qué no se te puede olvidar este 25 de octubre? ?

Revisa este video y para más información, visita http://gob.cl/plebiscito2020 ?????"
25;FB;1059339457831242;goretarapaca;;;2020-10-25 14:35:28;;;;;AHORA – Intendente Miguel Ángel Quezada realiza punto de prensa luego de votar en #Iquique. #ChileVotaXChile
26;FB;1059339457831242;goretarapaca;;;2020-10-25 12:00:01;;;;;"RECUERDA ????| Si en tu familia hay personas mayores ??????????????, recomiéndales ir a votar en el horario exclusivo para mayores de 60 años: Entre las 14:00 y las 17:00 horas ? ¡En todo el proceso tendrán atención preferente! #ChileVotaXChile

Infórmate en ?? https://gob.cl/plebiscito2020/"
27;FB;1059339457831242;goretarapaca;;;2020-10-24 23:00:00;;;;;"IMPORTANTE ???? | Te invitamos a seguir nuestras redes sociales donde encontrarás la información oficial del Gobierno Regional de Tarapacá y sus servicios.

Allí puedes plantear tus consultas, opiniones y compartir las noticias y datos de #Tarapacá. ?? #Iquique #Tamarugal"
28;FB;1059339457831242;goretarapaca;;;2020-10-24 21:00:05;;;;;"INFORMACIÓN IMPORTANTE ?? | Este domingo, por ser el #Plebiscito2020, se modificará el horario del toque de queda.
Este día, se podrá circular desde las 4:00 AM del domingo 25, hasta las 1:00 AM del lunes 26. ¡Cuéntale a tus cercanos! ??

Más información en ?? http://gob.cl/plebiscito2020"
29;FB;1059339457831242;goretarapaca;;;2020-10-24 19:00:40;;;;;"VIDEO ?? | En este #Plebiscito2020, es importante que tengas en cuenta las medidas de autocuidado para votar seguro y cuidarnos entre todos.

Revisa este video ??, INFÓRMATE y COMPARTE ????.
#ChileVotaXChile ???? #Tarapacá #Iquique"
30;FB;1059339457831242;goretarapaca;;;2020-10-24 16:23:33;;;;;"CASOS EN #TARAPACÁ ?? | Revisa las cifras entregadas por la autoridad sanitaria de este sábado 24 de octubre. ????

#Iquique #Tamarugal"
31;FB;1059339457831242;goretarapaca;;;2020-10-24 15:43:54;;;;;Punto de prensa 24 de octubre de 2020 - Gobierno Regional de Tarapacá
32;FB;1059339457831242;goretarapaca;;;2020-10-24 15:15:39;;;;;"¡Queda un día para el #Plebiscito2020! ?????? No olvides que mañana no debes llevar ropa o accesorios con propaganda electoral. Si lo haces, arriesgas una multa que va entre las 20 y las 200 UTM.

Para más información, visita ?? http://www.gob.cl/plebiscito2020 #ChileVotaXChile"
33;FB;1059339457831242;goretarapaca;;;2020-10-24 12:00:00;;;;;"ATENCIÓN ?? | El Jefe de Defensa Nacional en #Tarapacá dispuso restricción vehicular para el sábado 24 de octubre en #Iquique y #AltoHospicio. El domingo 25 no habrá restricción:

NO pueden circular vehículos cuyas patentes terminen en IMPAR: 1? - 3? - 5? - 7? - 9?. Detalles ?? https://bit.ly/3ntrKgx"
34;FB;1059339457831242;goretarapaca;;;2020-10-23 23:00:02;;;;;"NOTICIAS ?? | #Plebiscito2020: Intendente hizo un llamado a votar informado y respetando las medidas sanitarias.

Más detalles en ?? https://bit.ly/3dUxXgR"
35;FB;1059339457831242;goretarapaca;;;2020-10-23 21:30:00;;;;;"NOTICIAS ?? | Dirección del Trabajo fiscalizará permiso de 2 horas para que trabajadores voten en el plebiscito del domingo.

Más detalles en ?? https://bit.ly/3jil4hP"
36;FB;1059339457831242;goretarapaca;;;2020-10-23 20:00:01;;;;;"MUCHA ATENCIÓN ?? | Para facilitar el traslado de quienes voten en este #Plebiscito2020 , Seremitt Región de Tarapacá ha dispuesto distintos servicios de transporte subsidiado en las zonas aisladas que no cuentan con locales de votación.

Conoce ?? los recorridos para la comuna de #Iquique, #PozoAlmonte, #Pica, #Huara, #Camiña y #Colchane."
37;FB;1059339457831242;goretarapaca;;;2020-10-23 19:54:10;;;;;"#Plebiscito2020 | A partir de las 00:00 horas del 23 de octubre, el gral. Guillermo Paiva asumió como Jefe de Fuerza Regional de los efectivos de Fuerzas Armadas y de Carabineros de la zona jurisdiccional de #Tarapacá, hasta el término del funcionamiento de los Colegios Escrutadores. ????

Además, entregó las primeras instrucciones respecto al resguardo del orden público, manifestaciones de carácter electoral, expendio de bebidas alcohólicas, transporte público, entre otros.

Revisa los nuevos bandos ???? y también en https://bit.ly/3dQvAM6"
38;FB;906414986554606;Tarapaca247;;;2020-10-22 13:13:26;;;;;"?? Atencio?n amigos y seguidores : Nos hemos conseguido descuento en @Lipigas para todos cuando pidan su gas den este co?digo

?? IE 252

Lo pueden pedir llamando al nu?mero
?? 572 411031 - ?? 6006006200
O en la App de Lipigas.

El co?digo sirve todo el an?o, para Iquique -
Alto Hospicio y Pozo Almonte compartan con sus amigos y familiares para que puedan aprovechar el descuento

??COMPARTE

#Iquique #AltoHospicio #PozoAlmonte"
39;FB;906414986554606;Tarapaca247;;;2020-10-28 22:16:46;;;;;"La nueva moda Iquiqueña Verano 2021 N95

???? Síguenos en www.instagram.com/tarapaca247"
40;FB;906414986554606;Tarapaca247;;;2020-10-28 21:44:34;;;;;"Este proyecto busca convocar a la ciudadanía e involucrar a diversos actores: mundo científico y académico, sector privado y emprendimiento, gremios y ONG ‘s, gobiernos locales y organizaciones comunitarias, junto a múltiples y diversas organizaciones de la sociedad civil, para construir, a través de aproximaciones colectivas, propositivas y colaborativas, una visión territorial local, y basada en la acción, para adaptarse y mitigar los efectos del cambio climático. [ 533 more words ]

https://tarapaca247.cl/2020/10/28/seremi-del-medio-ambiente-de-la-region-de-tarapaca-participo-en-el-lanzamiento-del-programa-re-acciona-por-el-clima/

TARAPACA247.CL
Seremi del Medio Ambiente de la región de Tarapacá participó en el lanzamiento del programa “Re-Acciona por el clima”"
41;FB;906414986554606;Tarapaca247;;;2020-10-28 21:42:02;;;;;"Durante el webinar “Expande e Innovación Abierta en Minería”, realizado entre la Asociación de Industriales de Iquique, Hub Tarapacá, Tarapacá Labs y Fundación Chile, se entregaron antecedentes de los procesos de innovación abierta que se desarrollan para las compañías mineras, orientadas al desarrollo de una minería más sostenible y competitiva. En la actualidad, frente a la situación de crisis que estamos viviendo, es fundamental colaborar y cooperar entre las distintas entidades, con el fin de impulsar la reactivación económica y el desarrollo en la región, dando soluciones a problemáticas existentes, que requieren de la vinculación entre todos los sectores a través de la innovación. [ 397 more words ]

https://tarapaca247.cl/2020/10/28/invitan-a-proveedores-locales-a-participar-de-los-desafios-de-expande-mineria/

TARAPACA247.CL
Invitan a proveedores locales a participar de los Desafíos de Expande Minería"
42;FB;906414986554606;Tarapaca247;;;2020-10-28 21:40:11;;;;;"Milena Rojas vive en la comuna de Camiña y a sus 61 años afirmó que el uso del celular se limita a las llamadas telefónicas, lo cual en esta pandemia le impidió conectarse por videollamadas con sus hijas que residen en Alto Hospicio por no saber cómo emplear las plataformas de comunicación online. Sin embargo, recientemente esta realidad comenzó a cambiar para ella. [ 588 more words ]

https://tarapaca247.cl/2020/10/28/mujeres-rurales-y-de-la-pesca-reciben-celulares-con-conexion-a-internet/

TARAPACA247.CL
Mujeres rurales y de la pesca reciben celulares con conexión a Internet"
43;FB;906414986554606;Tarapaca247;;;2020-10-28 21:38:40;;;;;"DECLARACIÓN PÚBLICA: El pasado martes 27 de octubre de 2020 se realiza una publicación de Facebook en el grupo DENUNCIAS, RECLAMOS Y FUNAS EN IQUIQUE, donde se expone a dos hombres que estaban grabando con un drone y a una distancia inapropiada a personas de sexo femenino que se encontraban tomando sol en la playa Cavancha. Estas personas ante el llamado de atención del Cuerpo de Salvavidas se presentaron como funcionarios de RTC televisión. [ 51 more words ]

https://tarapaca247.cl/2020/10/28/sujetos-sorprendidos-grabando-a-mujeres-en-playa-cavancha-no-son-funcionarios-de-rtc-television/

TARAPACA247.CL
SUJETOS SORPRENDIDOS GRABANDO A MUJERES EN PLAYA CAVANCHA NO SON FUNCIONARIOS DE RTC TELEVISIÓN."
44;FB;906414986554606;Tarapaca247;;;2020-10-28 21:36:21;;;;;"“Ganar el Crece ElijoPyme1 de Sercotec fue una sorpresa absoluta porque es primera vez que recibo un beneficio del Estado” • Emprendedora utilizará los recursos obtenidos en el fondo concursable principalmente para pagar arriendos. Es iquiqueña, psicopedagoga y educadora diferencial de profesión, se ha dedicado por más de veinte años a la educación especialmente al trabajo con niños y niñas con capacidades diferentes. [ 833 more words ]

https://tarapaca247.cl/2020/10/28/marcela-pinto-directora-del-centro-de-tratamiento-personalizado-centra/

TARAPACA247.CL
Marcela Pinto, Directora del Centro de Tratamiento Personalizado (CENTRA)."
45;FB;906414986554606;Tarapaca247;;;2020-10-28 21:35:59;;;;;"Los días 29 y 30 de octubre y con ocho agrupaciones musicales sobre el escenario se realizará el Día de la Música Nacional, actividad que tradicionalmente se conmemora el 4 de octubre y que este año debió ser reformulada producto de la pandemia que impidió efectuar espectáculos masivos. Es así que la Seremi de las Culturas, las Artes y el Patrimonio realizará una inédita transmisión vía streaming del espectáculo en vivo que tendrá lugar en la Estación de Ferrocarriles Iquique-Pueblo Hundido. [ 223 more words ]

https://tarapaca247.cl/2020/10/28/con-ocho-bandas-y-de-forma-digital-se-realizara-el-dia-de-la-musica-nacional/

TARAPACA247.CL
CON OCHO BANDAS Y DE FORMA DIGITAL SE REALIZARÁ EL DÍA DE LA MÚSICA NACIONAL"
46;FB;906414986554606;Tarapaca247;;;2020-10-28 21:32:04;;;;;"Resaltó el Director Nacional de Aduanas, José Ignacio Palma, en seminario de la Organización Mundial de Aduanas (OMA) para las Américas y El Caribe. Durante el desarrollo del seminario internacional «Situación y Contención COVID-19, Medidas de Bioseguridad y Buenas Prácticas», organizado por la Vicepresidencia Regional de la Organización Mundial de Aduanas (OMA) para las Américas y El Caribe, diversos países expusieron las experiencias que han tenido durante estos meses de pandemia y las medidas de facilitación que han adoptado para mantener operativo el comercio exterior en la región. [ 397 more words ]

https://tarapaca247.cl/2020/10/28/debe-haber-una-fuerte-reflexion-en-torno-a-la-digitalizacion-tiene-que-ver-con-una-cultura-de-trabajo/

TARAPACA247.CL
“Debe haber una fuerte reflexión en torno a la digitalización… tiene que ver con una cultura de trabajo”"
47;FB;906414986554606;Tarapaca247;;;2020-10-28 21:30:22;;;;;"“Se rescata el conocimiento que es muy favorable para nosotras las mujeres en poder tener, a través de diferentes áreas, como la apicultura, avicultura e hidroponía, conocimiento en nuevos sistemas de trabajo y así poder sustentar a la familia y de paso abrir espacios de experiencias con los vecinos y amigos”. Con estas palabras, la señora Maricela Ticuna Collasaya, de la localidad de Pachica, comuna de Huara, se refirió a la Gira Técnica de la Mesa de la Mujer Rural que un grupo de emprendedoras realizó al interior de la Región de Tarapacá. [ 543 more words ]

https://tarapaca247.cl/2020/10/28/emprendedoras-de-la-costa-e-interior-realizan-gira-tecnica-en-el-tamarugal/

TARAPACA247.CL
EMPRENDEDORAS DE LA COSTA E INTERIOR REALIZAN GIRA TÉCNICA EN EL TAMARUGAL"
48;FB;906414986554606;Tarapaca247;;;2020-10-28 21:28:44;;;;;"“Muchos de los vehículos que acuden a realizar el trámite les corresponde en noviembre o diciembre, por lo que hacemos el llamado a estar informados y no acudir a realizar el trámite si aún no le corresponde”. Recalca el Secretario Regional de Transportes, Carlos Navarrete. Iquique, 28 de octubre 2020.- Ante la gran demanda que se ha registrado en las plantas de revisión técnica estas últimas semanas, el Seremi de Transportes de Tarapacá indicó que se ha instruido a las plantas de revisión mantener todas las medidas sanitarias para evitar contagios por Covid 19 al interior de los recintos, así como también contener la cantidad de personas, manteniendo el aforo correspondiente y también el orden al interior y exterior de las plantas. [ 674 more words ]

https://tarapaca247.cl/2020/10/28/ante-aumento-de-demanda-seremi-de-transportes-llama-respetar-nuevo-calendario-de-revision-tecnica/

TARAPACA247.CL
ANTE AUMENTO DE DEMANDA SEREMI DE TRANSPORTES LLAMA RESPETAR NUEVO CALENDARIO DE REVISIÓN TÉCNICA"
49;FB;906414986554606;Tarapaca247;;;2020-10-28 21:22:58;;;;;"[ LA TIRANA ] Incendio arrasó con dos casas durante esta madrugada de miércoles en el poblado

Pasadas la 1 de la madrugada un Incendio se registró en la provincia del Tamarugal comuna de Pozo Almonte, específicamente en el poblado la tirana dónde el fuego devoró dos viviendas completamente dejando una 3ra con daños menores.

A su vez el Superintendente de Bomberos de la comuna, Efraín Lillo, explicó que las tres viviendas afectadas eran casas deshabitadas y eran ocupadas normalmente en el mes de Julio para la fiesta del poblado, además cerca de 40 voluntarios bomberiles de Pozo Almonte junto con La Tirana trabajaron por más de tres horas en el siniestro ocurrido en la intersección Victoria con Lincoyan, Emergencia que no dejó civiles ni voluntarios lesionados u heridos.

Según el Informe del departamento de Bomberos tras peritajes, señala que el voraz incendio fue provocado por terceras personas.

???? Síguenos en www.instagram.com/tarapaca247"
50;FB;906414986554606;Tarapaca247;;;2020-10-28 21:20:48;;;;;"Gobernador Jofré expuso situación migratoria: “En los últimos años se han entregado 95 mil 463 visas en Tarapacá”

En la reunión mensual del Consejo Comunal de Seguridad Pública de la Municipalidad de Alto Hospicio, el gobernador provincial de Iquique, Álvaro Jofré Cáceres, informó que durante el periodo 2010 a 2019 se entregaron 95 mil 463 visas en Tarapacá.

Esos datos los expuso al realizar una presentación sobre la situación migratoria en la provincia, donde recalcó que los cuatro países con más visas otorgadas fueron Bolivia con un 51%; Perú con un 23%; Colombia con 9% y Venezuela con 4%, según los registros del Departamento de Extranjería y Migración de la Gobernación Provincial de…"
51;FB;906414986554606;Tarapaca247;;;2020-10-28 21:11:23;;;;;"En prisión preventiva quedó conductor de taxi formalizado por violación de niña de 14 años, ocurrido el viernes pasado en Alto Hospicio. Fiscal Camila Albarracín dio cuenta de diligencias realizadas con Brisex PDI que permitieron identificar al imputado.

???? Síguenos en www.instagram.com/tarapaca247"
52;FB;906414986554606;Tarapaca247;;;2020-10-28 21:01:44;;;;;"Los inscritos, además de participar de los días en que se realizará CompraPyme, pueden acceder esta semana a cursos de capacitación para vender por internet. Miércoles, 28 de octubre El subsecretario de Economía y Empresas de Menor Tamaño, Esteban Carrasco, recordó que hasta este viernes tienen emprendedores para inscribirse en el portal awww.comprapyme.cl y así participar de los días de venta virtual los próximos 5,6,7 y 8 de noviembre en que a través de esta plataforma invitamos a todos los consumidores del país a preferir los productos y servicios de nuestras micro, pequeñas y medianas empresas. [ 310 more words ]

https://tarapaca247.cl/2020/10/28/emprendedores-tienen-hasta-el-viernes-para-inscribirse-en-comprapyme/

TARAPACA247.CL
Emprendedores tienen hasta el viernes para inscribirse en CompraPyme"
53;FB;906414986554606;Tarapaca247;;;2020-10-28 20:54:08;;;;;"El Ministro de Bienes Nacionales, Julio Isamit, junto a la Subsecretaria de Salud Pública, Paula Daza, presentaron el protocolo y guía de recomendaciones para el uso de las playas en Chile, en el contexto Covid-19. “En Chile las playas son de todos y en Bienes Nacionales, así como nos preocupamos de garantizar el libre acceso a ellas, hoy presentamos este protocolo con medidas obligatorias y recomendaciones para que ese acceso sea seguro y que las familias puedan disfrutarlas respetando las normas sanitarias”, dijo el ministro Julio Isamit. [ 260 more words ]

https://tarapaca247.cl/2020/10/28/gobierno-presenta-protocolo-y-guia-de-recomendaciones-para-el-uso-de-las-playas-en-contexto-covid-19/

TARAPACA247.CL
GOBIERNO PRESENTA PROTOCOLO Y GUÍA DE RECOMENDACIONES PARA EL USO DE LAS PLAYAS EN CONTEXTO COVID-19"
54;FB;906414986554606;Tarapaca247;;;2020-10-28 20:52:07;;;;;"Playa brava en este momento gran cantidad de delfines en el borde costero ??

?? @kawaii_seed"
55;FB;906414986554606;Tarapaca247;;;2020-10-28 20:43:50;;;;;"El grupo de trabajo integrado por 18 actores transversales de áreas de educación, salud y alcaldes buscará orientar a las comunidades educativas para que puedan ir retornando a clases presenciales de forma segura, voluntaria y gradual este 2020 y 2021. 28 de octubre de 2020 Este año ha sido diferente para todos producto de la pandemia de coronavirus, y los estudiantes no se quedan ajenos a tener que adaptarse a una nueva realidad. [ 712 more words ]

https://tarapaca247.cl/2020/10/28/presidente-pinera-da-el-puntapie-inicial-a-consejo-asesor-para-abrir-escuelas-2020-2021/

TARAPACA247.CL
PRESIDENTE PIÑERA DA EL PUNTAPIÉ INICIAL A CONSEJO ASESOR PARA ABRIR ESCUELAS 2020 -2021"
56;FB;906414986554606;Tarapaca247;;;2020-10-28 20:38:55;;;;;"Estar en 4° medio es una etapa que marca las experiencias de vida de muchas personas, porque es precisamente en este nivel donde se viven los últimos momentos junto a compañeros de años, y se debe comenzar a tomar decisiones para una vida más adulta, pero todos estos hitos se han visto convulsionados para los 209.732 jóvenes que están en 4° medio este 2020. [ 637 more words ]

https://tarapaca247.cl/2020/10/28/mineduc-hace-llamado-para-que-los-mas-de-209-mil-alumnos-de-4-medio-retornen-a-clases-presenciales-3/

TARAPACA247.CL
MINEDUC HACE LLAMADO PARA QUE LOS MÁS DE 209 MIL ALUMNOS DE 4° MEDIO RETORNEN A CLASES PRESENCIALES"
57;FB;906414986554606;Tarapaca247;;;2020-10-28 20:38:35;;;;;"Estar en 4° medio es una etapa que marca las experiencias de vida de muchas personas, porque es precisamente en este nivel donde se viven los últimos momentos junto a compañeros de años, y se debe comenzar a tomar decisiones para una vida más adulta, pero todos estos hitos se han visto convulsionados para los 209.732 jóvenes que están en 4° medio este 2020. [ 637 more words ]

https://tarapaca247.cl/2020/10/28/mineduc-hace-llamado-para-que-los-mas-de-209-mil-alumnos-de-4-medio-retornen-a-clases-presenciales-2/

TARAPACA247.CL
MINEDUC HACE LLAMADO PARA QUE LOS MÁS DE 209 MIL ALUMNOS DE 4° MEDIO RETORNEN A CLASES PRESENCIALES"
58;FB;906414986554606;Tarapaca247;;;2020-10-28 20:31:59;;;;;"27 proyectos fueron seleccionados en el marco del concurso regional que impulsaron el Gore Tarapacá e Indespa Desde iniciativas de gestión y manejo de recursos pesqueros hasta la habilitación de centros de acopio y salas de proceso de productos pesqueros, podrán implementar los pescadores artesanales de la región de Tarapacá a través de 27 proyectos seleccionados en el marco del concurso sectorial que impulsó el Gobierno Regional de Tarapacá y el Indespa, organismo dependiente del Ministerio de Economía, Fomento y Turismo. [ 416 more words ]

https://tarapaca247.cl/2020/10/28/tarapaca-pescadores-modernizaran-flota-e-infraestructura-productiva-mediante-610-millones-que-inyectara-gobierno-a-este-sector/

TARAPACA247.CL
TARAPACÁ: PESCADORES MODERNIZARÁN FLOTA E INFRAESTRUCTURA PRODUCTIVA MEDIANTE $610 MILLONES QUE INYECTARÁ GOBIERNO A ESTE SECTOR"
59;FB;906414986554606;Tarapaca247;;;2020-10-28 20:25:51;;;;;"• Ministro, Felipe Ward, destacó las virtudes del subsidio del Ministerio de Vivienda y Urbanismo que entrega hasta 40 UF para la reparación de viviendas de hasta 950 UF con un ahorro mínimo de 1 UF. Iquique, octubre de 2020. El Ministro de Vivienda y Urbanismo, Felipe Ward, anunció recientemente el segundo llamado 2020 del subsidio Tarjeta Banco de Materiales para reparar techumbres y canaletas, que entrega 40 UF para comprar materiales en ferreterías asociadas en todas las regiones del país. [ 436 more words ]

https://tarapaca247.cl/2020/10/28/minvu-invita-a-postular-a-subsidio-tarjeta-banco-de-materiales-para-reparar-techumbres-y-canaletas/

TARAPACA247.CL
Minvu invita a postular a subsidio Tarjeta Banco de Materiales para reparar techumbres y canaletas"
60;FB;906414986554606;Tarapaca247;;;2020-10-28 20:17:55;;;;;"• Se trata del espacio recreativo más grande de la región de Tarapacá, con una extensión de más de 55 mil metros cuadrados que fue cerrado debido al Covid 19. Alto Hospicio, octubre 2020.- Después de 7 meses de permanecer cerrado debido a la pandemia del Covid 19, bajo estrictos protocolos sanitarios, abrió sus espacios recreativos el Parque Santa Rosa de Alto Hospicio. [ 360 more words ]

https://tarapaca247.cl/2020/10/28/tras-7-meses-serviu-reabre-puertas-del-parque-santa-rosa-de-alto-hospicio/

TARAPACA247.CL
Tras 7 meses, Serviu reabre puertas del Parque Santa Rosa de Alto Hospicio."
61;FB;906414986554606;Tarapaca247;;;2020-10-28 20:07:09;;;;;"Gracias a una firma de convenio de mutua colaboración entre el Servicio Nacional de Menores (Sename), y la Universidad Santo Tomás (UST) de Iquique. A raíz de las dificultades producidas en el marco de la actual pandemia, y considerando las consecuencias que esto conlleva para la salud de las personas en el ámbito biopsicosocial, es que la carrera de enfermería de la Universidad Santo Tomás de Iquique en conjunto con Sename, firmaron un convenio colaborativo, el cual permitirá que académicos y estudiantes del séptimo semestre, que se encuentren cursando la asignatura de cuidados de enfermería en niños y adolescentes en atención primaria y enfermería, desarrollen atenciones virtuales de salud dirigidas a niños y jóvenes pertenecientes a la red Sename. [ 237 more words ]

https://tarapaca247.cl/2020/10/28/ninos-ninas-y-adolescentes-de-sename-son-favorecidos-gracias-a-la-teleenfermeria/

TARAPACA247.CL
Niños, niñas y adolescentes de Sename son favorecidos gracias a la teleenfermería"
62;FB;906414986554606;Tarapaca247;;;2020-10-28 20:02:58;;;;;"Según datos de la Organización Mundial de la Alergia (WAO), más del 50% de los afectados por rinitis vivirán con ella durante unos diez años; un 22% deberá soportarla toda la vida y otro 28% tendrá que convivir con ella entre 10 y 20 años. En todos los casos, los síntomas son los mismos, con mayor o menor intensidad: picazón en la nariz, boca, ojos o garganta, congestión nasal, estornudos y ojos llorosos. [ 394 more words ]

https://tarapaca247.cl/2020/10/28/advierten-que-las-alergias-primaverales-pueden-derivar-en-otitis/

TARAPACA247.CL
Advierten que las alergias primaverales pueden derivar en otitis"
